"","therapeutic_area","brand","che_pc_usd","che_perc_gdp","cluster_nl","corporation","country","launch_date","date","drug_id","ind_launch_date","indication","insurance_perc_che","population","prev_perc","price_month","price_unit","public_perc_che","target","Country_Group","Price_Group","therapeutical_cluster","indication_number","avg_price_per_year","month_number"
"11","THER_AREA_CD59","BRAND_7114",1.21004993757803,1.06202113723527,"BRAND_7114_COUNTRY_B6AE","CORP_6095","COUNTRY_B6AE",2015-10-01,2017-01-01,"DRUG_ID_5417","2014-12-01 00:00:00","['IND_851C']",-0.0266666666666662,1.03761457190833,0.0273304932396803,1.12610266244481,1.26980415525232,1.82089552238806,1.13037553673445,4,2,2,1,1.19866082162244,1
"12","THER_AREA_CD59","BRAND_127B",1.05680399500624,1.25172462119196,"BRAND_127B_COUNTRY_AE54","CORP_DF1B","COUNTRY_AE54",2015-11-01,2016-02-01,"DRUG_ID_BF8E","-1","['IND_6F13', 'IND_120F']",1.52,1.89016318981826,0.0774831254085972,-1,1.00430016418742,1.64179104477612,1.00334099780006,2,2,2,2,1.00400010317723,2
"13","THER_AREA_CD59","BRAND_152E",1.73720349563046,1.80788570798632,"BRAND_152E_COUNTRY_A67D","CORP_01C7","COUNTRY_A67D",2016-01-01,2017-12-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E']",1.98666666666667,1.10492117757688,0.0790572999084444,-1,1.22666351878388,1.71641791044776,1.20665082431635,1,2,2,3.5,1.05056216124771,12
"14","THER_AREA_CD59","BRAND_C352",1.94506866416979,2.16017008443854,"BRAND_C352_COUNTRY_445D","CORP_01C7","COUNTRY_445D",2022-02-01,2022-08-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1,1.27943872879173,0.0641558009967685,1.09802434999777,1.27125197372509,1.86567164179104,1.07344945765035,3,2,2,1,1.19598306502304,8
"15","THER_AREA_CD59","BRAND_1E6F",1.61747034956305,1.69061249605384,"BRAND_1E6F_COUNTRY_5A54","CORP_01C7","COUNTRY_5A54",2019-03-01,2022-06-01,"DRUG_ID_1A21","2022-06-01 00:00:00","['IND_120F', 'IND_8E8D']",1.63777972066667,1.0368346994912,0.0411519400985823,-1,1.00254057999285,1.80597014925373,1.01073157347259,4,2,2,2,1.00242808282594,6
"16","THER_AREA_CD59","BRAND_B79F",1.20477007911985,1.46484869187016,"BRAND_B79F_COUNTRY_B835","CORP_BC36","COUNTRY_B835",2017-05-01,2020-06-01,"DRUG_ID_E811","2012-11-01 00:00:00","['IND_7671', 'IND_B923']",1.14666666666667,1.25975369313722,0.0205759700492911,-1,1.00282997430791,1.79013091223881,1.02911988243856,2,2,2,2,1.00314849276912,6
"17","THER_AREA_CD59","BRAND_152E",1.78870162297129,1.89413916125257,"BRAND_152E_COUNTRY_445D","CORP_01C7","COUNTRY_445D",2016-01-01,2020-04-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_176A', 'IND_0AE9', 'IND_632E']",1,1.27393071013549,0.0754181660900516,1.02640146278375,1.28969592888038,1.7910447761194,1.44073776097512,3,2,2,3.5,1.05056216124771,4
"18","THER_AREA_CD59","BRAND_127B",1.07412609238452,1.28715918452634,"BRAND_127B_COUNTRY_AE54","CORP_DF1B","COUNTRY_AE54",2015-11-01,2019-12-01,"DRUG_ID_BF8E","-1","['IND_6F13', 'IND_120F']",1.49333333333333,1.89016318981826,0.0797982725016515,-1,1.00374724781235,1.58208955223881,1.02174879486805,2,2,2,2,1.00400010317723,12
"19","THER_AREA_CD59","BRAND_C21A",1.12172284644195,1.50049883542634,"BRAND_C21A_COUNTRY_0C7D","CORP_C3C7","COUNTRY_0C7D",2021-05-01,2021-11-01,"DRUG_ID_E2D9","-1","['IND_120F', 'IND_8E8D']",1.82666666666667,1.12241529113541,0.0411519400985823,-1,1.00285029913405,1.94029850746269,1.00115827727416,4,2,2,2,1.00401746309055,11
"20","THER_AREA_CD59","BRAND_C352",2.01451310861423,2.12609616285729,"BRAND_C352_COUNTRY_A67D","CORP_01C7","COUNTRY_A67D",2021-09-01,2022-05-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1.93333333333333,1.10804377170123,0.0693873676313822,1.07269321678634,1.20255276163087,1.77611940298507,1.01031815851185,1,2,2,1,1.19598306502304,5
"21","THER_AREA_CD59","BRAND_37E3",1.17041198501873,1.54723890804357,"BRAND_37E3_COUNTRY_3536","CORP_641C","COUNTRY_3536",2015-03-01,2019-03-01,"DRUG_ID_9CC9","2012-03-01 00:00:00","['IND_7671', 'IND_B923']",1.48,1.33083526327694,0.0205759700492911,-1,1.0039379648778,1.6865671641791,1.01638828253506,2,2,2,2,1.00369093236824,3
"22","THER_AREA_CD59","BRAND_50D8",1.27082672971286,1.68406508555019,"BRAND_50D8_COUNTRY_6B71","CORP_B3B2","COUNTRY_6B71",2018-01-01,2022-10-01,"DRUG_ID_D235","-1","['IND_7671']",1.44,1.04962759072116,0.0205905338574335,-1,1.00111283993166,1.55223880597015,1.00695911375723,2,2,2,1,1.0023462569072,10
"23","THER_AREA_CD59","BRAND_152E",1.18086766541823,1.45080290151137,"BRAND_152E_COUNTRY_88A3","CORP_01C7","COUNTRY_88A3",2016-09-01,2018-11-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E']",2.02666666666667,1.00825583252535,0.0801886862101975,1.03130713999019,1.1731057662196,1.92537313432836,1.3379275103656,4,2,2,3.5,1.05056216124771,11
"24","THER_AREA_CD59","BRAND_50D8",2.49016853932584,1.9178182836974,"BRAND_50D8_COUNTRY_3AD0","CORP_B3B2","COUNTRY_3AD0",2014-12-01,2015-06-01,"DRUG_ID_D235","-1","['IND_7671']",1.56,1.03093815404934,0.017610807386986,-1,1.00243372942957,1.23134328358209,1.00413020987882,1,2,2,1,1.0023462569072,6
"25","THER_AREA_CD59","BRAND_C3A1",2.24485018726592,1.80668451820743,"BRAND_C3A1_COUNTRY_D5B9","CORP_C3C7","COUNTRY_D5B9",2016-07-01,2020-10-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.00743111520903,0.0364626311970101,-1,1.01117556170965,2.02985074626866,1.01943632685476,4,2,2,2,1.00622885897637,10
"26","THER_AREA_CD59","BRAND_7114",1.28792134831461,1.71670419664341,"BRAND_7114_COUNTRY_EA71","CORP_6095","COUNTRY_EA71",2014-11-01,2017-12-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",1.01333333333333,1.04869532677655,0.0201823358298378,-1,1.19349717006776,1.67164179104478,1.09696530332536,2,2,2,3.5,1.19866082162244,12
"27","THER_AREA_CD59","BRAND_C21A",1.25374531835206,1.1704521742667,"BRAND_C21A_COUNTRY_B6AE","CORP_7883","COUNTRY_B6AE",2014-07-01,2015-10-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.03630397828066,0.0411519400985823,-1,1.00672591535519,1.80597014925373,1.0005381455825,4,2,2,2,1.00401746309055,10
"28","THER_AREA_CD59","BRAND_5E5F",1.07225343320849,1.25037001008662,"BRAND_5E5F_COUNTRY_8DBB","CORP_3C09","COUNTRY_8DBB",2016-02-01,2017-10-01,"DRUG_ID_E811","2012-11-01 00:00:00","['IND_7671', 'IND_B923']",1.36,1.89016318981826,0.0205759700492911,-1,1.00427617476069,1.50746268656716,1.02841112401832,4,2,2,2,1.00314849276912,10
"29","THER_AREA_CD59","BRAND_7114",1.19678526841448,1.42352512892722,"BRAND_7114_COUNTRY_B835","CORP_6095","COUNTRY_B835",2016-11-01,2019-12-01,"DRUG_ID_5417","2014-12-01 00:00:00","['IND_851C']",1.14666666666667,1.25305445131902,0.0284545321139276,1.09619587031173,1.191151975863,1.7910447761194,1.2038557786185,2,2,2,1,1.19866082162244,12
"30","THER_AREA_CD59","BRAND_951E",1.12999375780275,1.77487270702113,"BRAND_951E_COUNTRY_4253","CORP_6095","COUNTRY_4253",2015-02-01,2019-03-01,"DRUG_ID_5417","-1","['IND_851C']",1,1.89016318981826,0.0411150027117535,1.58735227222049,1.18059111808107,1.35820895522388,1.44073776097512,4,2,2,1,1.19866082162244,3
"31","THER_AREA_CD59","BRAND_152E",1.82615480649189,1.79646472106031,"BRAND_152E_COUNTRY_4442","CORP_01C7","COUNTRY_4442",2015-08-01,2016-04-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_632E', 'IND_0AE9', 'IND_176A']",1,1.1603521138368,0.0727974269395316,1.03325082876213,1.21318351805502,1.80597014925373,1.44073776097512,2,2,2,3.5,1.05056216124771,4
"32","THER_AREA_CD59","BRAND_D72F",1.04481117353308,1.26933673700625,"BRAND_D72F_COUNTRY_1033","CORP_01C7","COUNTRY_1033",2022-08-01,2022-08-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1.13333333333333,1.5559083560336,0.0302939883380417,-1,1.17175603133819,1.7910447761194,1.00039419952068,2,2,2,1,1.19598306502304,8
"33","THER_AREA_CD59","BRAND_571D",1.38842072409488,1.57245499150543,"BRAND_571D_COUNTRY_4D48","CORP_C3C7","COUNTRY_4D48",2017-07-01,2019-12-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.65333333333333,1.3909648679331,0.0411519400985823,-1,1.00354896034555,1.61194029850746,1.03624909821665,2,2,2,2,1.00622885897637,12
"34","THER_AREA_CD59","BRAND_50D8",2.46832084893883,1.88438433116679,"BRAND_50D8_COUNTRY_3AD0","CORP_B3B2","COUNTRY_3AD0",2014-12-01,2017-11-01,"DRUG_ID_D235","-1","['IND_7671']",1.56,1.0324705713938,0.0175097180088822,-1,1.00218769451429,1.23134328358209,1.01144893871919,1,2,2,1,1.0023462569072,11
"35","THER_AREA_CD59","BRAND_C21A",1.21988139825218,1.09279800281411,"BRAND_C21A_COUNTRY_B6AE","CORP_7883","COUNTRY_B6AE",2014-07-01,2016-03-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.03697411025406,0.0411519400985823,-1,1.00672778845035,1.80597014925373,1.00171404603901,4,2,2,2,1.00401746309055,3
"36","THER_AREA_CD59","BRAND_7114",1.05727215980025,1.07820909396165,"BRAND_7114_COUNTRY_221C","CORP_6095","COUNTRY_221C",2016-04-01,2020-06-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_851C']",1.70666666666667,1.6542623263681,0.0366130611356618,1.63528519823396,1.05015675832879,1.91044776119403,1.37617346769111,2,2,2,2,1.19866082162244,6
"37","THER_AREA_CD59","BRAND_152E",1.07256554307116,1.54725380971252,"BRAND_152E_COUNTRY_EF33","CORP_01C7","COUNTRY_EF33",2017-06-01,2018-12-01,"DRUG_ID_A56F","2009-07-01 00:00:00","['IND_851C']",1.96,1.36343679717448,0.0358191678429057,-1,1.07481696473054,1.80597014925373,1.10805922413395,2,2,2,1,1.05056216124771,12
"38","THER_AREA_CD59","BRAND_C352",1.61747034956305,1.69061249605384,"BRAND_C352_COUNTRY_5A54","CORP_01C7","COUNTRY_5A54",2022-08-01,2022-12-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1.63777972066667,1.0368346994912,0.0304133024243682,-1,1.20421309949778,1.80597014925373,1.00315067308532,4,2,2,1,1.19598306502304,12
"39","THER_AREA_CD59","BRAND_7114",1.14887640449438,1.47390516059203,"BRAND_7114_COUNTRY_FA79","CORP_6095","COUNTRY_FA79",2015-12-01,2018-03-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E', 'IND_851C']",1.8,1.04370394131032,0.0876324944985362,1.68031039557597,1.21051846220661,1.76119402985075,1.1134736278271,1,2,2,3.5,1.19866082162244,3
"40","THER_AREA_CD59","BRAND_152E",1.72565543071161,1.84015184512506,"BRAND_152E_COUNTRY_445D","CORP_01C7","COUNTRY_445D",2016-01-01,2016-06-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_176A', 'IND_0AE9', 'IND_632E']",1,1.25851773062756,0.0727974269395316,-1,1.05936806438194,1.80597014925373,1.44073776097512,3,2,2,3.5,1.05056216124771,6
"41","THER_AREA_CD59","BRAND_3412",1.86220349563046,1.80478476124048,"BRAND_3412_COUNTRY_4442","CORP_01C7","COUNTRY_4442",2018-04-01,2020-08-01,"DRUG_ID_C4C0","-1","['IND_7671', 'IND_B923']",1,1.17307569705568,0.0199730165366185,-1,1.0036144925402,1.85074626865672,1.04759469061255,2,2,2,2,1.00367473615795,8
"42","THER_AREA_CD59","BRAND_C3A1",1.44803370786517,1.94113609212623,"BRAND_C3A1_COUNTRY_907E","CORP_C3C7","COUNTRY_907E",2017-08-01,2021-04-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.04,1.35525872091933,0.033968130623789,-1,1.0048966064445,1.83582089552239,1.06585017015566,4,2,2,2,1.00622885897637,4
"43","THER_AREA_CD59","BRAND_50D8",1.13124219725343,1.43636031305196,"BRAND_50D8_COUNTRY_FA79","CORP_B3B2","COUNTRY_FA79",2014-10-01,2016-02-01,"DRUG_ID_D235","-1","['IND_7671']",1.74666666666667,1.04410213951065,0.0175648024363024,-1,1.00196253113531,1.76119402985075,1.00434500837663,1,2,2,1,1.0023462569072,2
"44","THER_AREA_CD59","BRAND_152E",1.76014357053683,1.87247755806598,"BRAND_152E_COUNTRY_445D","CORP_01C7","COUNTRY_445D",2016-01-01,2018-07-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_176A', 'IND_0AE9', 'IND_632E']",1,1.26527780943173,0.0734605038852954,-1,1.2894938316826,1.7910447761194,1.44073776097512,3,2,2,3.5,1.05056216124771,7
"45","THER_AREA_CD59","BRAND_C3A1",1.76607365792759,1.85829255853876,"BRAND_C3A1_COUNTRY_9891","CORP_C3C7","COUNTRY_9891",2017-04-01,2018-08-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.57333333333333,1.03598562668412,0.0355173644038743,-1,1.00508773184209,1.85074626865672,1.00148903120361,1,2,2,2,1.00622885897637,8
"46","THER_AREA_CD59","BRAND_C3A1",1.44803370786517,1.94113609212623,"BRAND_C3A1_COUNTRY_907E","CORP_C3C7","COUNTRY_907E",2017-08-01,2021-05-01,"DRUG_ID_45DC","-1","['IND_6F13', 'IND_120F']",1.04,1.35525872091933,0.033968130623789,-1,1.00491148859543,1.83582089552239,1.05997475440818,4,2,2,2,1.00622885897637,5
"47","THER_AREA_CD59","BRAND_CF4C",1.04728464419476,1.26519885844983,"BRAND_CF4C_COUNTRY_84C8","CORP_F82D","COUNTRY_84C8",2015-05-01,2018-06-01,"DRUG_ID_F812","2002-10-01 00:00:00","['IND_7671']",1.36,1.22480268637586,0.0205759700492911,-1,1.0018107362335,1.67164179104478,1.00189104408774,2,2,2,1,1.0018849849304,6
"48","THER_AREA_CD59","BRAND_7114",1.08114856429463,1.65126942460334,"BRAND_7114_COUNTRY_C89B","CORP_6095","COUNTRY_C89B",2018-03-01,2020-06-01,"DRUG_ID_5417","2014-12-01 00:00:00","['IND_851C']",-0.0266666666666662,1.44403164932279,0.0512918337451183,1.04477545377514,1.10121378729952,1.61194029850746,1.02621256816915,2,2,2,1,1.19866082162244,6
"49","THER_AREA_CD59","BRAND_7114",1.82724719101124,1.88720215649379,"BRAND_7114_COUNTRY_A67D","CORP_6095","COUNTRY_A67D",2014-12-01,2019-08-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",2,1.10625846952464,0.0216181112936033,-1,1.22237867301016,1.73134328358209,1.44073776097512,1,2,2,3.5,1.19866082162244,8
"50","THER_AREA_CD59","BRAND_7114",1.06351435705368,1.12089109633925,"BRAND_7114_COUNTRY_221C","CORP_6095","COUNTRY_221C",2016-04-01,2018-08-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_851C']",1.73333333333333,1.64273976190413,0.0346280427004437,1.63530303706016,1.06124397459297,1.91044776119403,1.44073776097512,2,2,2,2,1.19866082162244,8
"51","THER_AREA_CD59","BRAND_C21A",1.90293383270911,1.87339370197016,"BRAND_C21A_COUNTRY_4442","CORP_D524","COUNTRY_4442",2014-09-01,2018-11-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",1,1.16672740775944,0.0385377302476835,-1,1.00410039875726,1.80597014925373,1.01823411932897,2,2,2,2,1.00401746309055,11
"52","THER_AREA_CD59","BRAND_7114",1.63951310861423,1.72908437559599,"BRAND_7114_COUNTRY_6F78","CORP_6095","COUNTRY_6F78",2014-09-01,2016-12-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",1.17333333333333,1.00851711180603,0.0137785456365315,1.89351112696785,1.21751285052646,1.92537313432836,1.29539927158535,4,2,2,3.5,1.19866082162244,12
"53","THER_AREA_CD59","BRAND_7114",1.28792134831461,1.71670419664341,"BRAND_7114_COUNTRY_EA71","CORP_6095","COUNTRY_EA71",2014-11-01,2017-10-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",1.01333333333333,1.04869532677655,0.0201823358298378,-1,1.20228842166727,1.67164179104478,1.12777828831087,2,2,2,3.5,1.19866082162244,10
"54","THER_AREA_CD59","BRAND_1E6F",1.09288574141698,1.32226603463831,"BRAND_1E6F_COUNTRY_AE54","CORP_01C7","COUNTRY_AE54",2022-01-01,2022-09-01,"DRUG_ID_1A21","2022-06-01 00:00:00","['IND_120F', 'IND_8E8D']",1.4,1.89016318981826,0.0829739994846425,-1,1.00185489153522,1.55223880597015,1.00381605749826,2,2,2,2,1.00242808282594,9
"55","THER_AREA_CD59","BRAND_7114",1.08629837702871,1.32659985779197,"BRAND_7114_COUNTRY_AE54","CORP_6095","COUNTRY_AE54",2021-03-01,2021-08-01,"DRUG_ID_5417","-1","['IND_0AE9']",1.45333333333333,1.89016318981826,0.0055677129538497,-1,1.11196891580719,1.56716417910448,1.44073776097512,2,2,2,1,1.19866082162244,8
"56","THER_AREA_CD59","BRAND_152E",1.42306491885144,1.75333769598216,"BRAND_152E_COUNTRY_907E","CORP_01C7","COUNTRY_907E",2017-02-01,2019-01-01,"DRUG_ID_A56F","-1","['IND_851C', 'IND_0AE9', 'IND_176A', 'IND_632E', 'IND_258A']",1.04,1.35052533642843,0.0966001858115084,1.03127876003941,1.19849509866967,1.7910447761194,1.44073776097512,4,2,2,3.5,1.05056216124771,1
"57","THER_AREA_CD59","BRAND_50D8",2.45958177278402,1.88866175850149,"BRAND_50D8_COUNTRY_3AD0","CORP_B3B2","COUNTRY_3AD0",2014-12-01,2016-08-01,"DRUG_ID_D235","-1","['IND_7671']",1.57333333333333,1.03171584920812,0.0175648024363024,-1,1.00225159891443,1.23134328358209,1.00697852479865,1,2,2,1,1.0023462569072,8
"58","THER_AREA_CD59","BRAND_AB75",1.68008739076155,2.03527182846483,"BRAND_AB75_COUNTRY_53A5","CORP_C3C7","COUNTRY_53A5",2019-11-01,2021-12-01,"DRUG_ID_F6C8","-1","['IND_120F', 'IND_8E8D']",1.98666666666667,1.89016318981826,0.0819148036060366,-1,1.02945272045428,2,1.44073776097512,4,2,2,2,1.02742902032246,12
"59","THER_AREA_CD59","BRAND_7114",1.16838327091136,1.43426543478439,"BRAND_7114_COUNTRY_88A3","CORP_6095","COUNTRY_88A3",2014-11-01,2016-10-01,"DRUG_ID_5417","2017-10-01 00:00:00","['IND_851C', 'IND_0AE9', 'IND_8F07', 'IND_176A', 'IND_632E']",1.98666666666667,1.00815409743837,0.0862551692558057,1.76198546135664,1.1943549800262,1.92537313432836,1.14506969508881,4,2,2,3.5,1.19866082162244,10
"60","THER_AREA_CD59","BRAND_7114",1.20477007911985,1.46484869187016,"BRAND_7114_COUNTRY_B835","CORP_6095","COUNTRY_B835",2016-11-01,2020-09-01,"DRUG_ID_5417","2014-12-01 00:00:00","['IND_851C']",1.14666666666667,1.25975369313722,0.0290662560185058,1.09619587031173,1.19116749531016,1.79013091223881,1.21091628952631,2,2,2,1,1.19866082162244,9
"61","THER_AREA_CD59","BRAND_C352",1.94506866416979,2.16017008443854,"BRAND_C352_COUNTRY_445D","CORP_01C7","COUNTRY_445D",2022-02-01,2022-10-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",1,1.27943872879173,0.0641558009967685,1.09802434999777,1.26470476242526,1.86567164179104,1.02244965440525,3,2,2,1,1.19598306502304,10
"62","THER_AREA_CD59","BRAND_7114",1.36189138576779,1.6749132687877,"BRAND_7114_COUNTRY_907E","CORP_6095","COUNTRY_907E",2015-05-01,2016-08-01,"DRUG_ID_5417","-1","['IND_0AE9', 'IND_8F07', 'IND_176A']",1.04,1.34753924315702,0.0198555544595525,1.79264148419034,1.20048939032446,1.80597014925373,1.2104366324765,4,2,2,3,1.19866082162244,8
"63","THER_AREA_CD59","BRAND_9F8B",1.19475655430712,1.7679155520774,"BRAND_9F8B_COUNTRY_2E65","CORP_5B22","COUNTRY_2E65",2020-02-01,2021-11-01,"DRUG_ID_E811","2012-11-01 00:00:00","['IND_7671', 'IND_B923']",1.81333333333333,1.12293372697944,0.0205759700492911,-1,1.00423060720439,1.58208955223881,1.00230710443605,2,2,2,2,1.00314849276912,11
"64","THER_AREA_CD59","BRAND_C352",2.07443820224719,2.05805458670695,"BRAND_C352_COUNTRY_C8F4","CORP_01C7","COUNTRY_C8F4",2022-03-01,2022-08-01,"DRUG_ID_0C4E","2021-10-01 00:00:00","['IND_851C']",-0.0266666666666662,1.04980750014506,0.0482968086994626,1.01983012732896,1.19765690996096,2.02985074626866,1.01423338710817,1,2,2,1,1.19598306502304,8
"65","THER_AREA_CD59","BRAND_7114",1.29416354556804,1.18772289984337,"BRAND_7114_COUNTRY_B6AE","CORP_6095","COUNTRY_B6AE",2015-10-01,2019-07-01,"DRUG_ID_5417","2014-12-01 00:00:00","['IND_851C']",1.34666666666667,1.0388224618588,0.0284545321139276,1.13158810150292,1.26979555411076,1.52238805970149,1.08634618662684,4,2,2,1,1.19866082162244,7
"66","THER_AREA_CD59","BRAND_C21A",1.21004993757803,1.06202113723527,"BRAND_C21A_COUNTRY_B6AE","CORP_7883","COUNTRY_B6AE",2014-07-01,2017-06-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",-0.0266666666666662,1.03761457190833,0.0411519400985823,-1,1.00672772224741,1.82089552238806,1.00150154621715,4,2,2,2,1.00401746309055,6
"67","THER_AREA_CD59","BRAND_C21A",1.82615480649189,1.79646472106031,"BRAND_C21A_COUNTRY_4442","CORP_D524","COUNTRY_4442",2014-09-01,2016-06-01,"DRUG_ID_E2D9","2017-10-01 00:00:00","['IND_6F13', 'IND_120F']",1,1.1603521138368,0.0382155087161317,-1,1.00415036878631,1.80597014925373,1.0167478976182,2,2,2,2,1.00401746309055,6
"68","THER_AREA_CD59","BRAND_EA0B",1.60455680399501,1.74013876911638,"BRAND_EA0B_COUNTRY_C51E","CORP_01C7","COUNTRY_C51E",2014-09-01,2018-08-01,"DRUG_ID_A56F","2009-07-01 00:00:00","['IND_851C']",1.10666666666667,1.00244720527242,0.0607771267355901,-1,1.29023344808193,1.86567164179104,1.09514404739008,4,2,2,1,1.05056216124771,8
